225 contests
rank	name	rating	participations
745	nearSGB	2282.3535897407555	39
746	vkgames	2282.0120769731625	12
747	kumalimak	2281.9256127028643	105
748	stjiao13	2281.889446550066	83
749	yurikaka	2281.0138505966256	48
750	function	2280.605456759883	38
751	sgdzw	2280.394751850393	13
752	scau_grated	2280.1891763720205	87
753	fluffyowl	2280.0871282700955	8
754	AsiaDanceKing	2279.924924008462	21
755	xwinderx20	2279.758035579948	37
756	Merciless	2279.067321785342	51
757	twu54	2278.7785853428027	18
758	_kay	2278.698561151298	74
759	killer_z	2278.2864530969846	11
760	fishlicker	2278.2446928466675	12
761	paulwater	2277.903852550728	64
762	cheol	2277.844009833514	9
763	dacdodinh99	2277.678642974581	10
764	beat1Percent	2277.44505638735	76
765	duo-15	2277.1364270631325	16
766	polesun	2276.883171511258	64
767	ChunjieShawn	2276.877058682498	22
768	sin1080	2276.7124372999906	9
769	PENG_Chao	2276.435566003202	45
770	hupili	2276.233584519389	83
771	devilhtc	2276.01410301497	16
772	wentian	2275.8852798372063	22
773	mofanwin	2274.7497076159902	60
774	tangyi970517	2274.72277205326	10
775	ForGive	2274.45948095754	113
776	oelciviqmqvdgdrz	2274.000555326992	46
777	purkyston	2273.2318015243013	20
778	wisdompeak	2273.1833226383405	178
779	user6229l	2273.0656288752984	13
780	PiscesDream	2271.677241561534	31
781	blackskygg	2271.647501466106	98
782	thuutin	2271.6352654595044	44
783	bell-10	2271.5297273239057	16
784	zuomingzh	2271.338253382499	44
785	youx	2271.1957987788237	26
786	beExcited	2270.03194347708	15
787	kuuso1	2269.9772039135532	46
788	ctzsm	2269.751307737816	12
789	zzzyq	2269.6685559703055	83
790	LoveLapras	2269.1467690869704	30
791	urimaj	2269.038479234303	40
792	lytton	2268.484196425408	17
793	weak-chicken	2268.2281891558728	20
794	Bellerophon	2268.1206295570205	37
795	dl3182	2267.9602141447845	42
796	pvtuan10	2267.8924555509084	53
797	HanBurger	2267.658517089585	14
798	seryp	2267.5074660246823	41
799	yren2	2267.4190712304166	74
800	nathanl3	2267.254182971372	13
801	chenjianxu97	2267.233167426565	41
802	alphacarrot	2267.211874840199	29
803	mitribunskiy	2267.190520278668	45
804	shu-xie-fan	2266.8643249325414	32
805	yyfish88	2266.8461152477303	28
806	kennethsnow	2266.5982921918235	3
807	onakasuitacity	2266.540113077672	7
808	lavender730	2266.4958661125634	62
809	JackWindows	2266.162629692218	9
810	elvinyang	2266.0970564283016	81
811	Han3000	2265.839836704069	27
812	richardjcy	2265.681766054867	112
813	DrCarbs	2265.513954242956	12
814	Faber99	2265.389276713082	53
815	polansky	2265.3856404788785	12
816	pan7	2265.1893101418377	13
817	SeymourLee	2265.0357059203106	52
818	CHEN0426	2264.903827262498	63
819	z_zhaojun	2264.665495398472	56
820	YJWD	2264.5920068712253	11
821	insane_reckless	2264.569553873549	34
822	luzi82	2264.5323186006462	8
823	catnipan	2264.463524215633	57
824	lovedsp210	2263.810712883499	131
825	hansirchen	2263.75724800475	11
826	DancingSoul	2263.7481557999818	12
827	xuzijian629	2263.4818727438574	18
828	jrying	2262.8237905809788	41
829	tianhao2	2262.7171625663013	100
830	jq_huang	2262.197750688278	32
831	ahmedalaaz	2262.09153326856	9
832	basselbakr	2261.4583060997115	19
833	t_bone_289	2260.936413425003	19
834	xfcherish	2260.2663957030195	44
835	dull_jester	2259.859948233503	46
836	dnkywin	2259.6329553052783	5
837	experiencor	2259.630072696612	21
838	jiayindeng	2259.3275091175283	23
839	Tyrande	2259.0743620595986	35
840	programbhavan	2259.061303466147	59
841	smilyt_	2259.0200661194554	17
842	ttfreedom306	2258.7465790098277	34
843	goodluck_yh2018	2258.356779797273	54
844	Poohdxx	2258.2002453062055	32
845	PugachAG	2256.9391222825193	11
846	OneDirection	2256.545643809658	98
847	0xF4	2256.453992969112	49
848	artin7	2256.1302038587555	27
849	NeshAK	2255.846216878217	52
850	MecentZZZ	2255.8416802080046	10
851	penukonda	2255.6115602597147	46
852	0dfda4ac4b7d4	2255.5922407519015	23
853	crazy_y	2255.459309024777	24
854	KHVic	2255.2595536061867	36
855	dbdbdb	2255.0465098236946	11
856	joannaleetcode	2254.7610531941873	46
857	sodestiny	2254.2178876641647	35
858	snik-x86-64	2254.0169609446552	11
859	ghost-37	2253.997453121629	13
860	sergio10barca	2253.76684838352	52
861	nots0fast	2253.6529725716437	7
862	byphoenix	2253.6218898819034	32
863	luchy0120	2253.274153361389	136
864	hinak	2253.055625066253	7
865	maoxm	2252.964732160409	17
866	zestypanda	2252.9372902644864	27
867	xu932	2252.64390021617	39
868	ngoc_lam	2252.24284352673	101
869	dontquit	2252.187142404704	10
870	ZiyueYang	2251.8820342426034	17
871	liyinhgqw	2251.8183894384665	46
872	ericxbn	2251.7245149341015	85
873	hegupta	2251.1878962784426	21
874	kphmd	2251.109368715996	55
875	hdzhang	2250.8004748360686	29
876	anishmahto	2250.709371667791	19
877	bilguunzen	2250.6689843433096	21
878	copyreadmachine	2250.4817352729956	38
879	khaled_sliti	2250.267091251555	4
880	chsqaq	2250.162535972998	53
881	qian48	2249.558054865029	49
882	satyajeet104	2249.260226935707	47
883	yanghaomai	2249.1781837747717	21
884	unfinishedmission	2249.053379041263	24
885	Arco	2248.7271351051286	42
886	hungwei728	2248.70606039588	16
887	tienthanh214	2248.5722983234687	9
888	garrett9	2248.1978736661617	117
889	zscoder	2247.76181034222	9
890	Anzoteh96	2247.714861296746	29
891	shirakia	2247.652469259827	27
892	minhquanym	2247.508699864377	10
893	oldcrow0613	2247.1782950367456	44
894	snickeen	2247.1617346277	20
895	hdchen	2246.997294962884	112
896	joshuarchin	2246.986132011645	6
897	resara	2246.940244739419	46
898	ambling	2246.8172200128884	59
899	zl307	2246.458840281081	37
900	Yulian_Yarem	2246.336448834174	6
901	ame-9	2245.5768598290992	21
902	RedmondCoder	2245.488691846687	22
903	asuta274	2245.2452565600356	44
904	wzc1995	2245.047773891193	44
905	jprakhar77	2244.8923253327175	15
906	HonghuiZ	2244.7873876104977	16
907	tiesto1114	2244.6811649256033	33
908	ericlege98	2244.659949477207	10
909	payall4u	2244.5378122977395	84
910	xm45	2244.5270382256786	14
911	mattagar6	2244.1570728181177	26
912	tsyr8924503	2243.9857106997106	12
913	Greatjian	2243.3871864068906	46
914	meowhuang	2243.3650326629627	11
915	jazzcat	2242.724765364287	12
916	mhelvens	2242.4232149115523	22
917	lotayliu	2242.248949309824	40
918	25toma	2241.860911670192	11
919	zhutianqi	2241.7836832178164	49
920	iwfwcf	2241.3472979206604	63
921	lifuhuang	2241.025315805033	17
922	maxxjq	2240.655111222689	37
923	mei-shi-lai-shua-liang-ti	2240.5885198944734	38
924	nafi3000	2240.5514842571265	14
925	simonwux1	2240.5172778786246	80
926	gingerale	2240.504150212535	17
927	waitnote	2240.2912282230786	26
928	kradmoa	2240.255538865758	25
929	hanwang	2239.7416113602876	155
930	bozh2345	2239.7303588890804	26
931	nehcdnr	2239.572024350933	17
932	sohrabroohi	2239.568917917884	34
933	youjump	2239.4690586346046	34
934	rx782	2239.334203397538	14
935	cniawk46	2239.3226841463247	26
936	venico19	2239.2283369982997	82
937	y119777	2239.1155710517874	182
938	zc94zc	2238.488455831866	37
939	Han6044	2238.4257098528246	68
940	grayluck	2237.2228403886156	4
941	yiwiy	2236.93827018437	14
942	willhacker777	2236.9258500520077	9
943	lghlmcl	2236.917311582075	10
944	xhuaoe	2236.622554955275	102
945	nnnnobody	2236.123196117917	21
946	timFan	2236.092870036344	52
947	yihuikang	2236.0046729349156	21
948	logos104	2235.912900947762	48
949	Harkness	2235.2748995230095	29
950	mban259	2235.2438007575315	16
951	shell32	2235.1298698966907	88
952	aeternalis1	2235.1104890306788	4
953	jpsagarm95	2234.7834367192786	24
954	zi-zheng	2234.749109718803	37
955	ccyjava	2234.63689363955	26
956	o0o0o0o0o0	2233.94302974981	50
957	helloworld201801	2233.844785647163	15
958	oLMHo	2233.8073740434984	21
959	cpcs	2233.175373429155	12
960	Marmaduke	2232.8563759291524	26
961	Dragon_Fly_02	2232.4161682430927	18
962	Arpan_Bhowmik	2232.2737322836015	29
963	eddy1021	2232.1653132637343	3
964	huai-an-2	2231.860859369674	32
965	hwei002	2231.7764835389994	113
966	iliyas1155	2231.578645823551	41
967	bking2015	2231.324680141577	31
968	hamale	2231.150146431117	12
969	mikefong	2231.1002390489566	32
970	Laurant-L	2231.0271759827933	3
971	tichuot97	2230.8860793709755	4
972	XinyuanGGG	2230.759430382852	16
973	nsuke	2230.7415084871786	20
974	devilivm	2230.6495077750997	30
975	maozaozao1	2230.521119738147	85
976	everchem	2230.345377547776	22
977	papaya	2230.3189130560786	54
978	Jinius	2230.265481156266	68
979	wangbinquan	2230.0553624112613	18
980	jcaoso1a	2230.0265216643634	177
981	nhatdx	2229.860026782881	79
982	Uynait	2229.494986933307	48
983	KochiyaOcean	2229.1778986260992	42
984	shaurya024	2229.173675544406	30
985	blaksmatic	2229.070544404164	26
986	29834829	2229.063901300244	27
987	knightzf	2228.581563603585	91
988	fanqiexi	2228.4183247006977	12
989	sunhao2017	2228.413650501593	32
990	qinggniq	2228.1855179617737	39
991	xxxyz	2227.9342126063007	30
992	FrenkieDeJong	2227.9187409784104	47
993	YetAnotherID	2227.473108313639	44
994	victorj8	2227.2871694298146	98
995	Tom_Smith	2227.242730153117	18
996	zacharyh211	2227.232114664696	23
997	DeerSong	2226.6286044897356	19
998	jasonshieh	2226.5471115789187	155
999	user2394e	2226.1184793264592	7
1000	haoyuanzou	2225.9199021921886	39
1001	neycwang	2225.6566114647508	25
1002	nilgonc	2225.465817362654	30
1003	cushionsaber	2225.3948491251654	49
1004	veryvanilla	2225.258663444917	17
1005	xaviercai	2224.8649636490477	6
1006	ffutop	2224.766742719561	9
1007	catlemon	2224.632362669858	15
1008	kaiwensun	2224.576444499159	56
1009	jdh	2224.3611541434875	8
1010	fuliucansheng	2224.291898365623	10
1011	richarddia	2224.2523624527453	78
1012	bpnew	2224.199952818633	109
1013	titia	2223.882456492736	39
1014	Yuehan1994	2223.8404855806607	61
1015	wellcs	2223.8202131932408	41
1016	kakegupta	2223.7566624349993	45
1017	Benjyman	2223.43627612227	11
1018	ghouyl-2	2223.2358097999904	75
1019	regiusquant	2223.047907286226	13
1020	chauncylee	2223.0186688534354	23
1021	Gambler147	2222.4696549845316	18
1022	submitwithoutrun	2222.4472255975707	22
1023	lucasschm	2222.3613786803885	20
1024	quynhtruong1304	2222.140046314347	18
1025	jassy	2222.0733027491665	62
1026	dabien1	2221.98958483963	83
1027	davyroosevelt	2221.6052081678235	45
1028	Fuquan	2221.603996199411	67
1029	djqq89djq	2221.074890948366	46
1030	wyc0807	2221.0303358283286	25
1031	CyprienH	2220.9723272493907	4
1032	wwzzll	2220.819728387664	12
1033	syimyuzya	2220.2356593087748	9
1034	mortal42	2220.215756751826	55
1035	henrymakaay	2220.165096368735	21
1036	xuyanzhe	2220.016466116388	31
1037	kotomord	2219.9428526294055	15
1038	HaSmFrom	2219.880881586245	5
1039	sazas	2219.685180614089	50
1040	Berwyn	2219.527333151707	36
1041	ftrfrmrcdr	2219.5040503252694	23
1042	Liangyulin	2219.3618819353674	27
1043	alex_salcianu	2219.319560540201	17
1044	thumbpixels	2218.9327804662653	70
1045	kayroger	2218.7235703070955	4
1046	votrubac	2218.6707678638218	155
1047	lemiao	2218.3880350749873	46
1048	zzucainiao	2218.320740823276	58
1049	pyrexshorts	2218.243453925129	16
1050	gracious	2217.9548778437147	47
1051	gag123	2217.8501162666366	9
1052	lingwdd	2217.7307157760897	53
1053	wangbin2360	2217.597589661898	36
1054	kuro10	2217.4971327229377	13
1055	Stomach_ache	2217.0051402733757	62
1056	vitorvgc	2216.9514057710794	73
1057	jieshentzuai	2216.516512239145	6
1058	wangfeng1027	2216.42227468438	16
1059	calcsaransh	2216.39605314454	10
1060	8939123	2216.285469492693	28
1061	jacynkaa	2216.0157004992166	3
1062	yinma203	2215.9608852852252	11
1063	baluteshih	2215.700009941227	6
1064	user9026b	2215.3442464321884	26
1065	lwpyr	2215.3266979003447	17
1066	nakari1124	2215.300349418507	24
1067	nshal	2214.8372161085017	45
1068	Dregathar	2214.813995882044	14
1069	yejung1234	2214.6179431214714	23
1070	oiybhio	2214.5476170196316	26
1071	tmoux	2213.9480474538036	5
1072	society765	2213.912253233362	67
1073	laiden	2213.865419515749	9
1074	LaughingWithWallace	2213.6487689976693	35
1075	krammer0	2213.488536418896	43
1076	is03wlei	2213.4209382621952	20
1077	Adancito	2213.417261482528	19
1078	Ajit123	2213.384278774597	15
1079	user7612p	2213.3674846906442	53
1080	liulx15	2213.2455492665094	20
1081	testtest123321	2213.2420422806836	9
1082	meezoo	2213.0487009986405	44
1083	Asurudo	2212.882562251894	67
1084	lumax	2212.875677148501	3
1085	ygao727	2212.852398251687	50
1086	shuchenc	2212.491061231834	61
1087	ToffeeLu	2212.2502007506437	52
1088	badriisurmi	2212.0617506727176	11
1089	prinnyw	2211.8460530514335	32
1090	NPE_TLE	2211.8293006178055	31
1091	fatalme	2211.677050721768	73
1092	zdragon	2211.0776913483896	8
1093	zanj0	2210.410571307778	48
1094	jules-megumi	2209.9961232212127	13
1095	Erwin_Ke	2209.870923368132	129
1096	xidui	2209.6633842364154	59
1097	Ruian	2209.504472620034	35
1098	longfang	2209.502420447825	46
1099	txlbgm_ja	2209.445268480324	29
1100	Const5215	2209.3890518885773	15
1101	Chunmeng_Zhong	2209.3572494082273	35
1102	wangyxwyx	2209.3355061606276	59
1103	kai_yang	2209.2406756828145	34
1104	hejian2356	2209.0267165307214	39
1105	YW_WY	2208.8986355842835	20
1106	xiaoliran12	2208.61029508642	25
1107	liuhb86	2208.321008853874	16
1108	umopepisdn	2208.113502277466	56
1109	WangQiuc	2208.0223235514313	69
1110	YanJF	2207.9074722178075	64
1111	zecong-hu	2207.7046064659953	5
1112	danielwang5	2207.582088563216	9
1113	MrJia1997	2207.478877845564	8
1114	ReMindL	2207.447351657765	16
1115	ainomelody	2207.4092316285028	32
1116	JOHNKYON	2207.335450919266	15
1117	uwu	2207.14457487826	50
1118	fun4LeetCode	2206.8749009064736	48
1119	remidinishanth	2206.213683176061	42
1120	minghuiw	2205.9056518962493	9
1121	YusenZhang_chatc	2205.6511618658933	11
1122	VVKot	2205.486747784245	35
1123	dangqian	2205.207440331188	27
1124	SEV1	2205.085308291018	5
1125	forestschao	2205.010527471441	49
1126	dystopiawave	2204.9505277758553	4
1127	zac4	2204.9493938793776	79
1128	StrangeCloud9	2204.922026347807	19
1129	CUIJIAHAO	2204.190993365072	31
1130	conanjinming	2204.127051284001	68
1131	SQRPI	2204.124499022562	14
1132	szhao28	2204.113315380332	16
1133	tonyliang1026	2203.723559433068	26
1134	mingxinlu	2203.648449435117	31
1135	fatminmin	2203.5045325583264	27
1136	iynaur87	2203.3807256202967	34
1137	angel30818	2202.884737654835	45
1138	lizju	2202.6397359367074	65
1139	iiimisery	2202.5869097043364	32
1140	renodora0901	2202.261088135379	22
1141	zzxzxzzxz	2202.2246162634865	21
1142	wangogogo	2202.1351592899778	23
1143	eloelz	2201.833088816374	31
1144	0219nice	2201.615405529391	73
1145	cszqwe	2201.2890060949658	6
1146	wyuanTju	2201.201509803803	20
1147	Koihik	2200.9768315339684	14
1148	AhmedEzzat	2200.869126537893	11
1149	chirag11032000	2200.857634644633	7
1150	zhudhjen	2200.760533801646	24
1151	kirika-comp	2200.641662813723	5
1152	machaohcun	2200.550905965401	46
1153	yuvansh	2200.5504185161553	63
1154	arnabghatak22	2200.257317518055	19
1155	Chanchal_Maji	2200.1071812816676	58
1156	jqhuang1990	2200.0907386298527	22
1157	hliu94	2200.0753990003573	141
1158	mellendo	2200.0187952555943	10
1159	hubo1016	2199.764060477416	4
1160	rustafarian	2199.7628014611273	14
1161	lz1199	2199.6968931530846	9
1162	mehul_02	2199.678757114457	31
1163	hello_world123	2199.355876996391	12
1164	fiveface	2199.284931163215	42
1165	walkbird	2199.214862441291	27
1166	wincss	2198.9806308933116	20
1167	yinghaotaiwan	2198.8002550241577	46
1168	yesot715	2198.607555055993	9
1169	sqqqqqq	2198.311225943339	24
1170	yambe2002	2198.0202026546594	32
1171	allister	2197.4221594650435	75
1172	derekjohn	2197.3992715199843	59
1173	SGwin	2197.126838549874	72
1174	bird_14	2196.7794098132513	25
1175	yunkun	2196.632532165849	38
1176	xiaotianrandom	2196.493065867659	12
1177	ffbh	2196.0476044301895	27
1178	iTeleportal	2195.9584838508513	10
1179	dibery	2195.718895186028	17
1180	No_Name	2195.570901645867	12
1181	Junbo1226	2195.2242482090937	29
1182	kariters	2195.137529963961	45
1183	kaisssssssssss	2194.917948555619	20
1184	RsEnts	2194.7158477490857	4
1185	jialuzh	2194.581283940203	16
1186	evanlb	2194.26785042229	55
1187	yakumorin	2194.2638213435807	3
1188	xbr	2194.051110688656	13
1189	skylines	2193.93294573658	7
1190	apoorvagarwal777	2193.93165962223	22
1191	Bruno1	2193.9188908527813	23
1192	garfield175	2193.842561447287	14
1193	yikangrui	2193.5882414938055	17
1194	kmshihabuddin	2193.278632197816	58
1195	tangalai	2193.135397348588	74
1196	odls	2193.0576722765495	31
1197	noahs	2192.550630453283	41
1198	quadpixels	2192.14111663069	107
1199	archmage	2192.089606063791	67
1200	voyageck	2192.037781838634	22
1201	applewolf	2191.740483274986	74
1202	cowtony	2191.7394621562007	19
1203	lazzzis	2191.5553371066544	19
1204	hahaha	2191.3241294476	47
1205	devil_itself	2190.7679044806177	13
1206	HaKu	2190.670949590824	83
1207	u2takey2	2190.6551019102026	39
1208	morningsyj	2190.584372753494	10
1209	mikit	2190.4711900278926	5
1210	liudehua	2190.371940843761	6
1211	hum	2190.295492002436	42
1212	lin41	2190.0670062149807	85
1213	darcylmx	2189.7438687763524	21
1214	0222_	2189.4729961139183	84
1215	humochen	2189.4708713421883	25
1216	y9527	2189.4707278513056	45
1217	verysupermajia	2189.4546741216604	11
1218	17gaziz	2189.294101590219	64
1219	cuiwanyun	2189.0049831200104	15
1220	Helenlen	2188.9698106853007	41
1221	fanciest	2188.8718858172697	51
1222	mskadr	2188.850392399966	11
1223	wangby511	2188.7190412491677	55
1224	Duuuuu	2188.5806853902445	55
1225	zym3008	2188.5017046387743	18
1226	jiang-hai-ji-yu-sheng	2188.061784941539	10
1227	andyepeacebow	2187.876464326994	31
1228	lijinglun	2187.7550888374626	103
1229	xuhr	2187.6311998959372	18
1230	hao102	2187.347351534819	41
1231	Sariabell	2187.3022048978273	24
1232	polpolpol	2187.0710228905796	8
1233	ericlong	2186.916539898021	13
1234	YI-DING	2186.7892868952986	41
1235	abc286d	2186.759870685289	23
1236	ccloudy	2186.2597964901497	73
1237	striver	2186.117747465126	7
1238	lisali2019	2186.0927389384415	28
1239	heit	2186.066601025374	62
1240	dengl11	2186.0402113448754	28
1241	mkawa222	2185.9122075292903	14
1242	hyp1231	2185.4261947896243	15
1243	percywtc	2184.9848727385206	4
1244	xyzw123	2184.973641882983	39
1245	Usain	2184.8628284526253	30
1246	yuruiyin	2184.6362094957535	17
1247	BirdyC	2184.268884621415	24
1248	rohansumant	2184.0954861226182	86
1249	pekempey	2184.0558053097793	6
1250	luckcul	2184.0249146374913	25
1251	ww32cc	2184.0107900465464	37
1252	u3434555	2183.937601796189	55
1253	sam997	2183.9229980913096	34
1254	geek_geek	2183.6937579370033	55
1255	mouryou	2183.471928532962	17
1256	xnynzn	2183.3512130449376	22
1257	gongtiancheng2012	2183.3040788402036	12
1258	xyqkoala	2183.266328758611	30
1259	nptwz	2183.054808234676	8
1260	REWFALTQ	2183.005547379892	78
1261	breakin1dipper	2182.4860957783185	98
1262	svankoot	2182.4821807188277	34
1263	BingleLove	2182.4517022460627	56
1264	CharlesW	2182.3492905047906	30
1265	infmount	2182.091284626439	52
1266	yang12138	2182.0332314819098	6
1267	patrickm	2181.95694812923	59
1268	ChanningPan	2181.8780960488475	20
1269	chendongcharlie	2181.7692836672336	21
1270	HossamDoma	2181.725182754482	7
1271	tonghuikang	2181.699384566862	79
1272	FightingHeart	2181.6662641967787	8
1273	stostap	2181.4871029481187	9
1274	chai-fu-lan-shan	2181.360889181047	32
1275	war-war-toe	2181.3306368231492	13
1276	guzh870423	2180.406621780211	103
1277	Vax	2180.125325740803	4
1278	Hashss	2180.030044757177	9
1279	TobeABetterMan	2179.9059304191132	111
1280	marcusgao94	2179.5157775258526	29
1281	Simpleson	2179.444907894567	55
1282	maxxxm	2179.236372768986	20
1283	daren	2179.1437138163496	13
1284	yhjiang36	2179.0708713697713	29
1285	ckevinyu	2179.066164942473	127
1286	danmaas	2179.008646551341	8
1287	kennyt	2178.955882541361	24
1288	naeioi	2178.905178515053	13
1289	javkhlan	2178.4569518375115	46
1290	marlon_	2178.456120944501	59
1291	smoon1989	2178.181325838451	66
1292	Jayzhang	2178.0616364327907	17
1293	K3vinCHen	2177.908529740469	12
1294	ASOP	2177.606235149291	43
1295	Kiona1018	2177.5803334058305	27
1296	nycshisan	2177.548893556502	30
1297	pkacprzak	2177.5160759587775	8
1298	fuhuoyeyou	2177.4361745386664	8
1299	HackToOracle	2177.3936242651343	54
1300	hotinherre	2177.3575896268535	40
1301	calgagi	2177.3390356889067	34
1302	changeme	2176.6475767541237	147
1303	talkscheap	2176.4653314098277	56
1304	sevenbunny	2176.339110635497	7
1305	ywwy	2175.8077617026115	25
1306	sravanbansal08081998	2175.7249028544225	12
1307	SineSu	2175.594693581973	5
1308	zitman	2175.591399515442	88
1309	z123k3	2175.445483150192	60
1310	justfun	2175.2877400959464	66
1311	camelcc	2175.214066590341	40
1312	tang0404	2175.2099823197573	18
1313	paperstiger	2175.0652382450385	43
1314	nenenene	2175.053690872927	24
1315	NewbieIntern	2174.7730775351074	40
1316	allegri	2174.3597449301956	59
1317	denjoy___	2174.3582054166136	44
1318	SamZhou19815	2174.226304177596	26
1319	cong1989	2174.220446812787	30
1320	AchillesRahin	2174.1011737217577	44
1321	tganonymous	2173.529440537095	5
1322	xieofxie	2173.513947805263	22
1323	gagika	2173.4577679376875	10
1324	n3rdslqyer84	2173.3429638727566	26
1325	yogykwan	2173.334730694741	28
1326	ziyeqinghan	2173.1458688838843	35
1327	user1306	2173.058908097677	29
1328	finshope	2172.9771468247095	47
1329	x-boy	2172.929266091348	48
1330	hialvin	2172.2076021746634	79
1331	RenLiu	2172.034505353795	28
1332	aiifabbf	2172.004446221028	70
1333	ipt	2171.356051505643	25
1334	gilgemesh2012	2171.0454494270216	19
1335	chaohsienlin	2170.888409714773	8
1336	shaoholy	2170.780068833367	46
1337	ercument	2170.6723745152103	44
1338	ldd123456	2170.5216143447237	53
1339	Charles000	2170.4557636975933	71
1340	arton	2170.4314681102737	48
1341	suguru03	2170.2503207723253	80
1342	askdfjlas123	2170.228261237347	25
1343	xinxinw1	2170.216904708468	13
1344	shiuang	2170.147962550251	26
1345	jiaweil	2169.972189130821	27
1346	goodhope	2169.9052651435	31
1347	Masahiro7	2169.89567779376	12
1348	gregoryfh	2169.891149474162	42
1349	han3do	2169.8887648731684	15
1350	mangoman	2169.855427158595	41
1351	yuanb10	2169.8210647178066	79
1352	unreal13	2169.598822381371	14
1353	WanGong	2169.410509769187	72
1354	ritam777	2169.1755685416947	30
1355	n121854029	2169.1430757547514	100
1356	cmpunk123	2169.050874198008	57
1357	im0qianqian	2168.956788317924	39
1358	fastleopard	2168.9313166341058	33
1359	gao-bie-xian-yu	2168.6375925938287	3
1360	nikov101	2168.4657600345495	46
1361	hyding	2168.1402269887267	31
1362	_nyaruko	2167.861932888627	2
1363	chenbaozhen	2167.688433079584	12
1364	JeromeZhang	2167.6142478349775	51
1365	hurryhao	2167.582382969393	30
1366	Chi_Zhang	2167.4601370353275	53
1367	Again64	2167.2942200903626	32
1368	Dengxj	2167.263578707004	100
1369	n0rma	2167.1956822855186	24
1370	outvoider	2167.0827423846354	62
1371	sunlibin	2166.948377328009	18
1372	Poovanna	2166.6561394244573	99
1373	asembl	2166.5143431528422	8
1374	josefchung2	2166.434765905806	8
1375	snlia	2166.348217601581	13
1376	neodooth	2166.247519982843	24
1377	xjhz	2166.146524873204	13
1378	anil9717	2166.123790838928	7
1379	gidpfeffer	2166.121793325159	33
1380	alanlzl	2166.1127509084513	18
1381	limuyu	2166.108956434247	22
1382	acc-cn	2165.9946281830835	7
1383	cnmgb_leetcode	2165.976888697604	9
1384	lifran	2165.817691632017	33
1385	xipeace	2165.8111821877196	51
1386	G_lory	2165.779083386254	24
1387	huchun87	2165.443976501591	33
1388	hogeover30	2165.4229934662194	54
1389	qgu	2165.334734652056	37
1390	zearom32	2165.2924709229005	6
1391	sjtuluo	2165.145714452867	16
1392	lixxx798	2165.0706508976305	72
1393	abcdefat	2164.7796641229575	93
1394	kRRRonos	2164.5918247712298	26
1395	kotamanegi84	2164.326829732292	6
1396	Raynger	2164.2908874749373	13
1397	bubble-coin	2164.214416590388	18
1398	bl2003	2163.815665304982	133
1399	marmot0814	2163.692124383409	8
1400	Akababa	2163.655996472103	7
1401	WarBand	2163.6309985484327	16
1402	jainor	2163.624945262751	8
1403	liyz1997	2163.5554722506076	17
1404	orangezeit	2163.545030818889	73
1405	pingany	2163.524422810372	39
1406	leeking	2163.155546264956	8
1407	iwasfine	2162.8776617693156	29
1408	implicit	2162.5463906903997	20
1409	Gaurav_8	2162.3791052453935	11
1410	Bench0310	2162.336627393961	2
1411	ke7777777	2162.1734832511866	8
1412	kutar7580	2161.867302236269	14
1413	Hvivi	2161.315500000984	26
1414	box_of_donuts	2160.7082227652877	19
1415	nyunyunyunyu	2160.6847947490423	11
1416	Darida	2160.4979343608206	10
1417	Curapiket	2160.477691058836	22
1418	hangyesheng	2160.1842483264927	10
1419	Shibo_Wang	2160.1368369716847	38
1420	luanshaotong	2160.0816230220958	17
1421	reborn_chris	2160.0691628367495	35
1422	xiaok0707	2159.9541937797826	17
1423	mshu12	2159.8589513988227	16
1424	giftwei	2159.77805166986	101
1425	wener	2159.5726219989847	33
1426	kedixa	2159.533582404793	18
1427	kawasaki0424	2159.477385285352	107
1428	eastflag	2159.4171567614762	32
1429	saket4	2159.3566439860783	32
1430	lihaoxuan	2159.2900793928497	56
1431	kevincabbage	2159.2206852108584	178
1432	MissySeven	2159.184749608046	25
1433	tschijnmo	2158.8940304974826	16
1434	txwang_2019	2158.860260192453	24
1435	amethyst	2158.7719511678283	29
1436	Adityavikramagarwal	2158.570799580665	52
1437	tongtong1990	2158.502417281129	39
1438	taoboquan	2158.044053764573	85
1439	1334	2157.9486700928114	10
1440	alainlou	2157.7753925832913	47
1441	GAME_AI_Programmer	2157.625935293251	34
1442	volodymyr_kovalenko	2157.3845988204066	47
1443	magonmonkey	2157.206743239873	21
1444	tysu	2157.136614984482	23
1445	CE_RE_WAyitiaolong	2157.071067089	9
1446	keithnull	2156.959141803749	18
1447	yhluo888	2156.5832175041346	20
1448	zhouchgh	2156.5169163033984	30
1449	chaow108	2156.2825570940786	7
1450	草你吗逼李特扣德	2156.178562623976	11
1451	cooby666	2156.113154194436	71
1452	juleetcode	2156.0422841291934	42
1453	Guardsman	2155.761641693311	22
1454	grawlixes	2155.729719014268	53
1455	ji-gong	2155.728007799813	5
1456	hassanosama007	2155.485073237547	5
1457	zxjcarrot	2155.4302017696923	45
1458	sarthak242	2154.9830640308705	58
1459	areke	2154.933204025159	14
1460	sanxi	2154.682765542346	31
1461	shenw1991	2154.6815802407828	14
1462	evlinkov	2154.6303894370794	2
1463	tclh123	2154.4927774590283	28
1464	hlxing	2154.478656610833	43
1465	tumba_umba	2154.3837347934023	16
1466	Abhishek_Saini	2154.3400934834513	14
1467	nagitaosu	2154.2338876881536	6
1468	yge	2154.2176241228512	23
